symbol,date,price
MSFT,Aug-01,13.22727273
MSFT,Sep-01,13.22307692
MSFT,Oct-01,13.21888112
MSFT,Nov-01,13.21468531
MSFT,Dec-01,13.21048951
MSFT,Jan-02,13.20629371
MSFT,Feb-02,13.2020979
MSFT,Mar-02,13.1979021
MSFT,Apr-02,13.19370629
MSFT,May-02,13.18951049
MSFT,Jun-02,13.18531469
MSFT,Jul-02,13.18111888
MSFT,Aug-02,13.17692308
MSFT,Sep-02,13.17272727
MSFT,Oct-02,13.16853147
MSFT,Nov-02,13.16433566
MSFT,Dec-02,13.16013986
MSFT,Jan-03,13.15594406
MSFT,Feb-03,13.15174825
MSFT,Mar-03,13.14755245
MSFT,Apr-03,13.14335664
MSFT,May-03,13.13916084
MSFT,Jun-03,13.13496503
MSFT,Jul-03,13.13076923
MSFT,Aug-03,13.12657343
MSFT,Sep-03,13.12237762
MSFT,Oct-03,13.11818182
MSFT,Nov-03,13.11398601
MSFT,Dec-03,13.10979021
MSFT,Jan-04,13.10559441
MSFT,Feb-04,13.1013986
MSFT,Mar-04,13.0972028
MSFT,Apr-04,13.09300699
MSFT,May-04,13.08881119
MSFT,Jun-04,13.08461538
MSFT,Jul-04,13.08041958
MSFT,Aug-04,13.07622378
MSFT,Sep-04,13.07202797
MSFT,Oct-04,13.06783217
MSFT,Nov-04,13.06363636
MSFT,Dec-04,13.05944056
MSFT,Jan-05,13.05524476
MSFT,Feb-05,13.05104895
MSFT,Mar-05,13.04685315
MSFT,Apr-05,13.04265734
MSFT,May-05,13.03846154
MSFT,Jun-05,13.03426573
MSFT,Jul-05,13.03006993
MSFT,Aug-05,13.02587413
MSFT,Sep-05,13.02167832
MSFT,Oct-05,13.01748252
MSFT,Nov-05,13.01328671
MSFT,Dec-05,13.00909091
MSFT,Jan-06,13.0048951
MSFT,Feb-06,13.0006993
MSFT,Mar-06,12.9965035
MSFT,Apr-06,12.99230769
MSFT,May-06,12.98811189
MSFT,Jun-06,12.98391608
MSFT,Jul-06,12.97972028
MSFT,Aug-06,12.97552448
MSFT,Sep-06,12.97132867
MSFT,Oct-06,12.96713287
MSFT,Nov-06,12.96293706
MSFT,Dec-06,12.95874126
MSFT,Jan-07,12.95454545
MSFT,Feb-07,12.95034965
MSFT,Mar-07,12.94615385
MSFT,Apr-07,12.94195804
MSFT,May-07,12.93776224
MSFT,Jun-07,12.93356643
MSFT,Jul-07,12.92937063
MSFT,Aug-07,12.92517483
MSFT,Sep-07,12.92097902
MSFT,Oct-07,12.91678322
MSFT,Nov-07,12.91258741
MSFT,Dec-07,12.90839161
MSFT,Jan-08,12.9041958
MSFT,Feb-08,12.9
MSFT,Mar-08,12.8958042
MSFT,Apr-08,12.89160839
MSFT,May-08,12.88741259
MSFT,Jun-08,12.88321678
MSFT,Jul-08,12.87902098
MSFT,Aug-08,12.87482517
MSFT,Sep-08,12.87062937
MSFT,Oct-08,12.86643357
MSFT,Nov-08,12.86223776
MSFT,Dec-08,12.85804196
MSFT,Jan-09,12.85384615
MSFT,Feb-09,12.84965035
MSFT,Mar-09,12.84545455
MSFT,Apr-09,12.84125874
MSFT,May-09,12.83706294
MSFT,Jun-09,12.83286713
MSFT,Jul-09,12.82867133
MSFT,Aug-09,12.82447552
MSFT,Sep-09,12.82027972
MSFT,Oct-09,12.81608392
MSFT,Nov-09,12.81188811
MSFT,Dec-09,12.80769231
MSFT,Jan-10,12.8034965
MSFT,Feb-10,12.7993007
MSFT,Mar-10,12.7951049
AMZN,Jan-00,12.79090909
AMZN,Feb-00,12.78671329
AMZN,Mar-00,12.78251748
AMZN,Apr-00,12.77832168
AMZN,May-00,12.77412587
AMZN,Jun-00,12.76993007
AMZN,Jul-00,12.76573427
AMZN,Aug-00,12.76153846
AMZN,Sep-00,12.75734266
AMZN,Oct-00,12.75314685
AMZN,Nov-00,12.74895105
AMZN,Dec-00,12.74475524
AMZN,Jan-01,12.74055944
AMZN,Feb-01,12.73636364
AMZN,Mar-01,12.73216783
AMZN,Apr-01,12.72797203
AMZN,May-01,12.72377622
AMZN,Jun-01,12.71958042
AMZN,Jul-01,12.71538462
AMZN,Aug-01,12.71118881
AMZN,Sep-01,12.70699301
AMZN,Oct-01,12.7027972
AMZN,Nov-01,12.6986014
AMZN,Dec-01,12.69440559
AMZN,Jan-02,12.69020979
AMZN,Feb-02,12.68601399
AMZN,Mar-02,12.68181818
AMZN,Apr-02,12.67762238
AMZN,May-02,12.67342657
AMZN,Jun-02,12.66923077
AMZN,Jul-02,12.66503497
AMZN,Aug-02,12.66083916
AMZN,Sep-02,12.65664336
AMZN,Oct-02,12.65244755
AMZN,Nov-02,12.64825175
AMZN,Dec-02,12.64405594
AMZN,Jan-03,12.63986014
AMZN,Feb-03,12.63566434
AMZN,Mar-03,12.63146853
AMZN,Apr-03,12.62727273
AMZN,May-03,12.62307692
AMZN,Jun-03,12.61888112
AMZN,Jul-03,12.61468531
AMZN,Aug-03,12.61048951
AMZN,Sep-03,12.60629371
AMZN,Oct-03,12.6020979
AMZN,Nov-03,12.5979021
AMZN,Dec-03,12.59370629
AMZN,Jan-04,12.58951049
AMZN,Feb-04,12.58531469
AMZN,Mar-04,12.58111888
AMZN,Apr-04,12.57692308
AMZN,May-04,12.57272727
AMZN,Jun-04,12.56853147
AMZN,Jul-04,12.56433566
AMZN,Aug-04,12.56013986
AMZN,Sep-04,12.55594406
AMZN,Oct-04,12.55174825
AMZN,Nov-04,12.54755245
AMZN,Dec-04,12.54335664
AMZN,Jan-05,12.53916084
AMZN,Feb-05,12.53496503
AMZN,Mar-05,12.53076923
AMZN,Apr-05,12.52657343
AMZN,May-05,12.52237762
AMZN,Jun-05,12.51818182
AMZN,Jul-05,12.51398601
AMZN,Aug-05,12.50979021
AMZN,Sep-05,12.50559441
AMZN,Oct-05,12.5013986
AMZN,Nov-05,12.4972028
AMZN,Dec-05,12.49300699
AMZN,Jan-06,12.48881119
AMZN,Feb-06,12.48461538
AMZN,Mar-06,12.48041958
AMZN,Apr-06,12.47622378
AMZN,May-06,12.47202797
AMZN,Jun-06,12.46783217
AMZN,Jul-06,12.46363636
AMZN,Aug-06,12.45944056
AMZN,Sep-06,12.45524476
AMZN,Oct-06,12.45104895
AMZN,Nov-06,12.44685315
AMZN,Dec-06,12.44265734
AMZN,Jan-07,12.43846154
AMZN,Feb-07,12.43426573
AMZN,Mar-07,12.43006993
AMZN,Apr-07,12.42587413
AMZN,May-07,12.42167832
AMZN,Jun-07,12.41748252
AMZN,Jul-07,12.41328671
AMZN,Aug-07,12.40909091
AMZN,Sep-07,12.4048951
AMZN,Oct-07,12.4006993
AMZN,Nov-07,12.3965035
AMZN,Dec-07,12.39230769
AMZN,Jan-08,12.38811189
AMZN,Feb-08,12.38391608
AMZN,Mar-08,12.37972028
AMZN,Apr-08,12.37552448
AMZN,May-08,12.37132867
AMZN,Jun-08,12.36713287
AMZN,Jul-08,12.36293706
AMZN,Aug-08,12.35874126
AMZN,Sep-08,12.35454545
AMZN,Oct-08,12.35034965
AMZN,Nov-08,12.34615385
AMZN,Dec-08,12.34195804
AMZN,Jan-09,12.33776224
AMZN,Feb-09,12.33356643
AMZN,Mar-09,12.32937063
AMZN,Apr-09,12.32517483
AMZN,May-09,12.32097902
AMZN,Jun-09,12.31678322
AMZN,Jul-09,12.31258741
AMZN,Aug-09,12.30839161
AMZN,Sep-09,12.3041958
AMZN,Oct-09,12.3
AMZN,Nov-09,12.2958042
AMZN,Dec-09,12.29160839
AMZN,Jan-10,12.28741259
AMZN,Feb-10,12.28321678
AMZN,Mar-10,12.27902098
IBM,Jan-00,12.27482517
IBM,Feb-00,12.27062937
IBM,Mar-00,12.26643357
IBM,Apr-00,12.26223776
IBM,May-00,12.25804196
IBM,Jun-00,12.25384615
IBM,Jul-00,12.24965035
IBM,Aug-00,12.24545455
IBM,Sep-00,12.24125874
IBM,Oct-00,12.23706294
IBM,Nov-00,12.23286713
IBM,Dec-00,12.22867133
IBM,Jan-01,12.22447552
IBM,Feb-01,12.22027972
IBM,Mar-01,12.21608392
IBM,Apr-01,12.21188811
IBM,May-01,12.20769231
IBM,Jun-01,12.2034965
IBM,Jul-01,12.1993007
IBM,Aug-01,12.1951049
IBM,Sep-01,12.19090909
IBM,Oct-01,12.18671329
IBM,Nov-01,12.18251748
IBM,Dec-01,12.17832168
IBM,Jan-02,12.17412587
IBM,Feb-02,12.16993007
IBM,Mar-02,12.16573427
IBM,Apr-02,12.16153846
IBM,May-02,12.15734266
IBM,Jun-02,12.15314685
IBM,Jul-02,12.14895105
IBM,Aug-02,12.14475524
IBM,Sep-02,12.14055944
IBM,Oct-02,12.13636364
IBM,Nov-02,12.13216783
IBM,Dec-02,12.12797203
IBM,Jan-03,12.12377622
IBM,Feb-03,12.11958042
IBM,Mar-03,12.11538462
IBM,Apr-03,12.11118881
IBM,May-03,12.10699301
IBM,Jun-03,12.1027972
IBM,Jul-03,12.0986014
IBM,Aug-03,12.09440559
IBM,Sep-03,12.09020979
IBM,Oct-03,12.08601399
IBM,Nov-03,12.08181818
IBM,Dec-03,12.07762238
IBM,Jan-04,12.07342657
IBM,Feb-04,12.06923077
IBM,Mar-04,12.06503497
IBM,Apr-04,12.06083916
IBM,May-04,12.05664336
IBM,Jun-04,12.05244755
IBM,Jul-04,12.04825175
IBM,Aug-04,12.04405594
IBM,Sep-04,12.03986014
IBM,Oct-04,12.03566434
IBM,Nov-04,12.03146853
IBM,Dec-04,12.02727273
IBM,Jan-05,12.02307692
IBM,Feb-05,12.01888112
IBM,Mar-05,12.01468531
IBM,Apr-05,12.01048951
IBM,May-05,12.00629371
IBM,Jun-05,12.0020979
IBM,Jul-05,11.9979021
IBM,Aug-05,11.99370629
IBM,Sep-05,11.98951049
IBM,Oct-05,11.98531469
IBM,Nov-05,11.98111888
IBM,Dec-05,11.97692308
IBM,Jan-06,11.97272727
IBM,Feb-06,11.96853147
IBM,Mar-06,11.96433566
IBM,Apr-06,11.96013986
IBM,May-06,11.95594406
IBM,Jun-06,11.95174825
IBM,Jul-06,11.94755245
IBM,Aug-06,11.94335664
IBM,Sep-06,11.93916084
IBM,Oct-06,11.93496503
IBM,Nov-06,11.93076923
IBM,Dec-06,11.92657343
IBM,Jan-07,11.92237762
IBM,Feb-07,11.91818182
IBM,Mar-07,11.91398601
IBM,Apr-07,11.90979021
IBM,May-07,11.90559441
IBM,Jun-07,11.9013986
IBM,Jul-07,11.8972028
IBM,Aug-07,11.89300699
IBM,Sep-07,11.88881119
IBM,Oct-07,11.88461538
IBM,Nov-07,11.88041958
IBM,Dec-07,11.87622378
IBM,Jan-08,11.87202797
IBM,Feb-08,11.86783217
IBM,Mar-08,11.86363636
IBM,Apr-08,11.85944056
IBM,May-08,11.85524476
IBM,Jun-08,11.85104895
IBM,Jul-08,11.84685315
IBM,Aug-08,11.84265734
IBM,Sep-08,11.83846154
IBM,Oct-08,11.83426573
IBM,Nov-08,11.83006993
IBM,Dec-08,11.82587413
IBM,Jan-09,11.82167832
IBM,Feb-09,11.81748252
IBM,Mar-09,11.81328671
IBM,Apr-09,11.80909091
IBM,May-09,11.8048951
IBM,Jun-09,11.8006993
IBM,Jul-09,11.7965035
IBM,Aug-09,11.79230769
IBM,Sep-09,11.78811189
IBM,Oct-09,11.78391608
IBM,Nov-09,11.77972028
IBM,Dec-09,11.77552448
IBM,Jan-10,11.77132867
IBM,Feb-10,11.76713287
IBM,Mar-10,11.76293706
GOOG,Aug-04,11.75874126
GOOG,Sep-04,11.75454545
GOOG,Oct-04,11.75034965
GOOG,Nov-04,11.74615385
GOOG,Dec-04,11.74195804
GOOG,Jan-05,11.73776224
GOOG,Feb-05,11.73356643
GOOG,Mar-05,11.72937063
GOOG,Apr-05,11.72517483
GOOG,May-05,11.72097902
GOOG,Jun-05,11.71678322
GOOG,Jul-05,11.71258741
GOOG,Aug-05,11.70839161
GOOG,Sep-05,11.7041958
GOOG,Oct-05,11.7
GOOG,Nov-05,11.6958042
GOOG,Dec-05,11.69160839
GOOG,Jan-06,11.68741259
GOOG,Feb-06,11.68321678
GOOG,Mar-06,11.67902098
GOOG,Apr-06,11.67482517
GOOG,May-06,11.67062937
GOOG,Jun-06,11.66643357
GOOG,Jul-06,11.66223776
GOOG,Aug-06,11.65804196
GOOG,Sep-06,11.65384615
GOOG,Oct-06,11.64965035
GOOG,Nov-06,11.64545455
GOOG,Dec-06,11.64125874
GOOG,Jan-07,11.63706294
GOOG,Feb-07,11.63286713
GOOG,Mar-07,11.62867133
GOOG,Apr-07,11.62447552
GOOG,May-07,11.62027972
GOOG,Jun-07,11.61608392
GOOG,Jul-07,11.61188811
GOOG,Aug-07,11.60769231
GOOG,Sep-07,11.6034965
GOOG,Oct-07,11.5993007
GOOG,Nov-07,11.5951049
GOOG,Dec-07,11.59090909
GOOG,Jan-08,11.58671329
GOOG,Feb-08,11.58251748
GOOG,Mar-08,11.57832168
GOOG,Apr-08,11.57412587
GOOG,May-08,11.56993007
GOOG,Jun-08,11.56573427
GOOG,Jul-08,11.56153846
GOOG,Aug-08,11.55734266
GOOG,Sep-08,11.55314685
GOOG,Oct-08,11.54895105
GOOG,Nov-08,11.54475524
GOOG,Dec-08,11.54055944
GOOG,Jan-09,11.53636364
GOOG,Feb-09,11.53216783
GOOG,Mar-09,11.52797203
GOOG,Apr-09,11.52377622
GOOG,May-09,11.51958042
GOOG,Jun-09,11.51538462
GOOG,Jul-09,11.51118881
GOOG,Aug-09,11.50699301
GOOG,Sep-09,11.5027972
GOOG,Oct-09,11.4986014
GOOG,Nov-09,11.49440559
GOOG,Dec-09,11.49020979
GOOG,Jan-10,11.48601399
GOOG,Feb-10,11.48181818
GOOG,Mar-10,11.47762238
10 Year T-Note,Jan-00,11.47342657
10 Year T-Note,Feb-00,11.46923077
10 Year T-Note,Mar-00,11.46503497
10 Year T-Note,Apr-00,11.46083916
10 Year T-Note,May-00,11.45664336
10 Year T-Note,Jun-00,11.45244755
10 Year T-Note,Jul-00,11.44825175
10 Year T-Note,Aug-00,11.44405594
10 Year T-Note,Sep-00,11.43986014
10 Year T-Note,Oct-00,11.43566434
10 Year T-Note,Nov-00,11.43146853
10 Year T-Note,Dec-00,11.42727273
10 Year T-Note,Jan-01,11.42307692
10 Year T-Note,Feb-01,11.41888112
10 Year T-Note,Mar-01,11.41468531
10 Year T-Note,Apr-01,11.41048951
10 Year T-Note,May-01,11.40629371
10 Year T-Note,Jun-01,11.4020979
10 Year T-Note,Jul-01,11.3979021
10 Year T-Note,Aug-01,11.39370629
10 Year T-Note,Sep-01,11.38951049
10 Year T-Note,Oct-01,11.38531469
10 Year T-Note,Nov-01,11.38111888
10 Year T-Note,Dec-01,11.37692308
10 Year T-Note,Jan-02,11.37272727
10 Year T-Note,Feb-02,11.36853147
10 Year T-Note,Mar-02,11.36433566
10 Year T-Note,Apr-02,11.36013986
10 Year T-Note,May-02,11.35594406
10 Year T-Note,Jun-02,11.35174825
10 Year T-Note,Jul-02,11.34755245
10 Year T-Note,Aug-02,11.34335664
10 Year T-Note,Sep-02,11.33916084
10 Year T-Note,Oct-02,11.33496503
10 Year T-Note,Nov-02,11.33076923
10 Year T-Note,Dec-02,11.32657343
10 Year T-Note,Jan-03,11.32237762
10 Year T-Note,Feb-03,11.31818182
10 Year T-Note,Mar-03,11.31398601
10 Year T-Note,Apr-03,11.30979021
10 Year T-Note,May-03,11.30559441
10 Year T-Note,Jun-03,11.3013986
10 Year T-Note,Jul-03,11.2972028
10 Year T-Note,Aug-03,11.29300699
10 Year T-Note,Sep-03,11.28881119
10 Year T-Note,Oct-03,11.28461538
10 Year T-Note,Nov-03,11.28041958
10 Year T-Note,Dec-03,11.27622378
10 Year T-Note,Jan-04,11.27202797
10 Year T-Note,Feb-04,11.26783217
10 Year T-Note,Mar-04,11.26363636
10 Year T-Note,Apr-04,11.25944056
10 Year T-Note,May-04,11.25524476
10 Year T-Note,Jun-04,11.25104895
10 Year T-Note,Jul-04,11.24685315
10 Year T-Note,Aug-04,11.24265734
10 Year T-Note,Sep-04,11.23846154
10 Year T-Note,Oct-04,11.23426573
10 Year T-Note,Nov-04,11.23006993
10 Year T-Note,Dec-04,11.22587413
10 Year T-Note,Jan-05,11.22167832
10 Year T-Note,Feb-05,11.21748252
10 Year T-Note,Mar-05,11.21328671
10 Year T-Note,Apr-05,11.20909091
10 Year T-Note,May-05,11.2048951
10 Year T-Note,Jun-05,11.2006993
10 Year T-Note,Jul-05,11.1965035
10 Year T-Note,Aug-05,11.19230769
10 Year T-Note,Sep-05,11.18811189
10 Year T-Note,Oct-05,11.18391608
10 Year T-Note,Nov-05,11.17972028
10 Year T-Note,Dec-05,11.17552448
10 Year T-Note,Jan-06,11.17132867
10 Year T-Note,Feb-06,11.16713287
10 Year T-Note,Mar-06,11.16293706
10 Year T-Note,Apr-06,11.15874126
10 Year T-Note,May-06,11.15454545
10 Year T-Note,Jun-06,11.15034965
10 Year T-Note,Jul-06,11.14615385
10 Year T-Note,Aug-06,11.14195804
10 Year T-Note,Sep-06,11.13776224
10 Year T-Note,Oct-06,11.13356643
10 Year T-Note,Nov-06,11.12937063
10 Year T-Note,Dec-06,11.12517483
10 Year T-Note,Jan-07,11.12097902
10 Year T-Note,Feb-07,11.11678322
10 Year T-Note,Mar-07,11.11258741
10 Year T-Note,Apr-07,11.10839161
10 Year T-Note,May-07,11.1041958
10 Year T-Note,Jun-07,11.1
10 Year T-Note,Jul-07,11.0958042
10 Year T-Note,Aug-07,11.09160839
10 Year T-Note,Sep-07,11.08741259
10 Year T-Note,Oct-07,11.08321678
10 Year T-Note,Nov-07,11.07902098
10 Year T-Note,Dec-07,11.07482517
10 Year T-Note,Jan-08,11.07062937
10 Year T-Note,Feb-08,11.06643357
10 Year T-Note,Mar-08,11.06223776
10 Year T-Note,Apr-08,11.05804196
10 Year T-Note,May-08,11.05384615
10 Year T-Note,Jun-08,11.04965035
10 Year T-Note,Jul-08,11.04545455
10 Year T-Note,Aug-08,11.04125874
10 Year T-Note,Sep-08,11.03706294
10 Year T-Note,Oct-08,11.03286713
10 Year T-Note,Nov-08,11.02867133
10 Year T-Note,Dec-08,11.02447552
10 Year T-Note,Jan-09,11.02027972
10 Year T-Note,Feb-09,11.01608392
10 Year T-Note,Mar-09,11.01188811
10 Year T-Note,Apr-09,11.00769231
10 Year T-Note,May-09,11.0034965
10 Year T-Note,Jun-09,10.9993007
10 Year T-Note,Jul-09,10.9951049
10 Year T-Note,Aug-09,10.99090909
10 Year T-Note,Sep-09,10.98671329
10 Year T-Note,Oct-09,10.98251748
10 Year T-Note,Nov-09,10.97832168
10 Year T-Note,Dec-09,10.97412587
10 Year T-Note,Jan-10,10.96993007
10 Year T-Note,Feb-10,10.96573427
10 Year T-Note,Mar-10,10.96153846
AAPL,Jan-00,10.95734266
AAPL,Feb-00,10.95314685
AAPL,Mar-00,10.94895105
AAPL,Apr-00,10.94475524
AAPL,May-00,10.94055944
AAPL,Jun-00,10.93636364
AAPL,Jul-00,10.93216783
AAPL,Aug-00,10.92797203
AAPL,Sep-00,10.92377622
AAPL,Oct-00,10.91958042
AAPL,Nov-00,10.91538462
AAPL,Dec-00,10.91118881
AAPL,Jan-01,10.90699301
AAPL,Feb-01,10.9027972
AAPL,Mar-01,10.8986014
AAPL,Apr-01,10.89440559
AAPL,May-01,10.89020979
AAPL,Jun-01,10.88601399
AAPL,Jul-01,10.88181818
AAPL,Aug-01,10.87762238
AAPL,Sep-01,10.87342657
AAPL,Oct-01,10.86923077
AAPL,Nov-01,10.86503497
AAPL,Dec-01,10.86083916
AAPL,Jan-02,10.85664336
AAPL,Feb-02,10.85244755
AAPL,Mar-02,10.84825175
AAPL,Apr-02,10.84405594
AAPL,May-02,10.83986014
AAPL,Jun-02,10.83566434
AAPL,Jul-02,10.83146853
AAPL,Aug-02,10.82727273
AAPL,Sep-02,10.82307692
AAPL,Oct-02,10.81888112
AAPL,Nov-02,10.81468531
AAPL,Dec-02,10.81048951
AAPL,Jan-03,10.80629371
AAPL,Feb-03,10.8020979
AAPL,Mar-03,10.7979021
AAPL,Apr-03,10.79370629
AAPL,May-03,10.78951049
AAPL,Jun-03,10.78531469
AAPL,Jul-03,10.78111888
AAPL,Aug-03,10.77692308
AAPL,Sep-03,10.77272727
AAPL,Oct-03,10.76853147
AAPL,Nov-03,10.76433566
AAPL,Dec-03,10.76013986
AAPL,Jan-04,10.75594406
AAPL,Feb-04,10.75174825
AAPL,Mar-04,10.74755245
AAPL,Apr-04,10.74335664
AAPL,May-04,10.73916084
AAPL,Jun-04,10.73496503
AAPL,Jul-04,10.73076923
AAPL,Aug-04,10.72657343
AAPL,Sep-04,10.72237762
AAPL,Oct-04,10.71818182
AAPL,Nov-04,10.71398601
AAPL,Dec-04,10.70979021
AAPL,Jan-05,10.70559441
AAPL,Feb-05,10.7013986
AAPL,Mar-05,10.6972028
AAPL,Apr-05,10.69300699
AAPL,May-05,10.68881119
AAPL,Jun-05,10.68461538
AAPL,Jul-05,10.68041958
AAPL,Aug-05,10.67622378
AAPL,Sep-05,10.67202797
AAPL,Oct-05,10.66783217
AAPL,Nov-05,10.66363636
AAPL,Dec-05,10.65944056
AAPL,Jan-06,10.65524476
AAPL,Feb-06,10.65104895
AAPL,Mar-06,10.64685315
AAPL,Apr-06,10.64265734
AAPL,May-06,10.63846154
AAPL,Jun-06,10.63426573
AAPL,Jul-06,10.63006993
AAPL,Aug-06,10.62587413
AAPL,Sep-06,10.62167832
AAPL,Oct-06,10.61748252
AAPL,Nov-06,10.61328671
AAPL,Dec-06,10.60909091
AAPL,Jan-07,10.6048951
AAPL,Feb-07,10.6006993
AAPL,Mar-07,10.5965035
AAPL,Apr-07,10.59230769
AAPL,May-07,10.58811189
AAPL,Jun-07,10.58391608
AAPL,Jul-07,10.57972028
AAPL,Aug-07,10.57552448
AAPL,Sep-07,10.57132867
AAPL,Oct-07,10.56713287
AAPL,Nov-07,10.56293706
AAPL,Dec-07,10.55874126
AAPL,Jan-08,10.55454545
AAPL,Feb-08,10.55034965
AAPL,Mar-08,10.54615385
AAPL,Apr-08,10.54195804
AAPL,May-08,10.53776224
AAPL,Jun-08,10.53356643
AAPL,Jul-08,10.52937063
AAPL,Aug-08,10.52517483
AAPL,Sep-08,10.52097902
AAPL,Oct-08,10.51678322
AAPL,Nov-08,10.51258741
AAPL,Dec-08,10.50839161
AAPL,Jan-09,10.5041958
AAPL,Feb-09,10.5
AAPL,Mar-09,10.4958042
AAPL,Apr-09,10.49160839
AAPL,May-09,10.48741259
AAPL,Jun-09,10.48321678
AAPL,Jul-09,10.47902098
AAPL,Aug-09,10.47482517
AAPL,Sep-09,10.47062937
AAPL,Oct-09,10.46643357
AAPL,Nov-09,10.46223776
AAPL,Dec-09,10.45804196
AAPL,Jan-10,10.45384615
AAPL,Feb-10,10.44965035
AAPL,Mar-10,10.44545455
